ticker,max_profit,initial_price,final_price,buy_hold_profit,buy_hold_return_pct,optimal_profit,optimal_return_pct,profit_advantage,num_transactions,avg_profit_per_transaction,analysis_date
CVX,202.479736328125,144.08493041992188,151.63999938964844,7.5550689697265625,5.243483095496545,202.479736328125,140.52804532577903,194.92466735839844,59,3.4318599377648304,2025-10-10 13:46:52
COP,162.2458038330078,108.36572265625,91.94999694824219,-16.415725708007812,-15.148448518246498,162.2458038330078,149.7205941658068,178.66152954101562,62,2.6168678037581907,2025-10-10 13:46:52
BA,390.83001708984375,146.6199951171875,216.0,69.3800048828125,47.319606597558426,390.83001708984375,266.5598350194112,321.45001220703125,63,6.203651064918155,2025-10-10 13:46:52
CAT,651.0274658203125,390.4591979980469,500.3599853515625,109.90078735351562,28.146548452948817,651.0274658203125,166.73380193327372,541.1266784667969,60,10.850457763671875,2025-10-10 13:46:52
GE,416.2361755371094,186.96340942382812,299.3500061035156,112.3865966796875,60.11154643897078,416.2361755371094,222.62975243115184,303.8495788574219,61,6.823543861264088,2025-10-10 13:46:52
MMM,238.07894897460938,130.85389709472656,152.8800048828125,22.026107788085938,16.832595954051715,238.07894897460938,181.94257432184952,216.05284118652344,62,3.8399830479775705,2025-10-10 13:46:52
DIS,157.8865203857422,92.18665313720703,110.98999786376953,18.8033447265625,20.39703589040849,157.8865203857422,171.26830730122074,139.0831756591797,71,2.22375380824989,2025-10-10 13:46:52
CMCSA,46.67340660095215,39.60377502441406,30.079999923706055,-9.523775100708008,-24.04764468750012,46.67340660095215,117.8509032842954,56.197181701660156,69,0.6764261826224949,2025-10-10 13:46:52
T,35.992300033569336,20.528837203979492,26.100000381469727,5.571163177490234,27.138230588190698,35.992300033569336,175.32556606076193,30.4211368560791,64,0.5623796880245209,2025-10-10 13:46:52
VZ,49.792579650878906,40.8741569519043,40.83000183105469,-0.044155120849609375,-0.10802698854820594,49.792579650878906,121.81922115107773,49.836734771728516,63,0.790358407156808,2025-10-10 13:46:52
ORCL,583.6928024291992,173.68251037597656,296.9599914550781,123.27748107910156,70.97863844335191,583.6928024291992,336.0688426057748,460.41532135009766,64,9.120200037956238,2025-10-10 13:46:52
ADBE,612.7399291992188,503.57000732421875,347.4700012207031,-156.10000610351562,-30.9986702609578,612.7399291992188,121.67919460793304,768.8399353027344,63,9.726030622209821,2025-10-10 13:46:52
CRM,504.96490478515625,288.4241943359375,245.3300018310547,-43.09419250488281,-14.941254357701192,504.96490478515625,175.07716575156883,548.0590972900391,66,7.650983405835701,2025-10-10 13:46:52
INTC,84.16000366210938,23.219999313354492,37.79999923706055,14.579999923706055,62.790699202651034,84.16000366210938,362.446193586692,69.58000373840332,60,1.402666727701823,2025-10-10 13:46:52
AMD,418.56995391845703,164.17999267578125,232.88999938964844,68.71000671386719,41.85041404500126,418.56995391845703,254.94577451044177,349.85994720458984,57,7.343332524885211,2025-10-10 13:46:52
